Date,Open,High,Low,Close,Volume
13/10/23 7:30,257.25,257.3,256.78,256.81,33731
13/10/23 7:15,257.2,257.32,256.7,257.22,44817
13/10/23 7:00,256.58,257.3,256.42,257.2,63000
13/10/23 6:45,256.39,256.99,256.39,256.5,31790
13/10/23 6:30,256.23,256.6,256.05,256.4,23519
13/10/23 6:15,256.1,256.24,255.88,256.17,23767
13/10/23 6:00,255.9,256.25,255.78,256.08,30702
13/10/23 5:45,256.16,256.21,255.75,255.87,34907
13/10/23 5:30,256.37,256.37,256.07,256.2,19766
13/10/23 5:15,256.32,256.46,256.04,256.36,21715
13/10/23 5:00,256.58,256.62,256.08,256.33,27333
13/10/23 4:45,256.33,256.7,256.33,256.5,18692
13/10/23 4:30,256.69,256.79,256.18,256.33,24957
13/10/23 4:15,257.08,257.14,256.52,256.7,28223
13/10/23 4:00,257.27,257.5,255.3,257.1,30224
12/10/23 19:45,257.07,257.15,257,257.13,57329
12/10/23 19:30,257.11,257.13,257,257.07,40151
12/10/23 19:15,257.1,257.23,257,257.07,39250
12/10/23 19:00,257.31,257.45,257,257.1,32327
12/10/23 18:45,257.42,257.6,257.275,257.38,36224
12/10/23 18:30,257.53,257.776,257.35,257.405,34046
12/10/23 18:15,257.834,257.99,257.5,257.55,35028
12/10/23 18:00,258.08,258.15,257.69,257.84,45480
12/10/23 17:45,258.12,258.15,258,258.085,14860
12/10/23 17:30,258.11,258.28,257.97,258.15,26176
12/10/23 17:15,258.04,258.4,258.01,258.115,30157
12/10/23 17:00,258.3,258.4,257.96,258,39593
12/10/23 16:45,258.43,258.87,258.28,258.35,197998
12/10/23 16:30,258.52,258.58,258.34,258.45,29760
12/10/23 16:15,258.7,261.738,258.4,258.52,104100
12/10/23 16:00,258.82,258.98,258.53,258.65,2419080
12/10/23 15:45,258.68,259.74,258.47,258.904,3752537
12/10/23 15:30,258.31,259.38,258.24,258.65,2982912
12/10/23 15:15,259.15,259.33,258.08,258.31,2406152
12/10/23 15:00,258.25,259.23,258.22,259.16,2587760
12/10/23 14:45,258.934,264.26,257.96,258.24,2572942
12/10/23 14:30,259.09,259.48,258.53,258.915,3300673
12/10/23 14:15,257.058,259.33,256.71,259.1,4435079
12/10/23 14:00,258.54,258.72,256.631,257.039,5082100
12/10/23 13:45,259.06,259.61,258.35,258.55,3392706
12/10/23 13:30,259.76,260.41,258.93,259.07,4220067
12/10/23 13:15,261.69,261.89,259.64,259.77,4723576
12/10/23 13:00,263.416,263.53,261.592,261.705,4324271
12/10/23 12:45,265.14,265.15,263.16,263.412,3179828
12/10/23 12:30,264.48,265.39,264.34,265.14,3385258
12/10/23 12:15,263.85,264.96,263.811,264.46,3457111
12/10/23 12:00,263.992,264.4,263.531,263.87,2481455
12/10/23 11:45,263.889,264.16,263.24,264,2460188
12/10/23 11:30,263.24,264.08,262.97,263.906,2764378
12/10/23 11:15,262.86,264.394,262.5,263.22,3825980
12/10/23 11:00,262.335,262.95,261.48,262.89,3814258
12/10/23 10:45,261.89,263.04,261.65,262.335,3501039
12/10/23 10:30,263.1,263.6,261.88,261.91,4844501
12/10/23 10:15,264.805,264.98,262.9,263.122,6254913
12/10/23 10:00,262.795,265.24,262.751,264.81,7117410
12/10/23 9:45,261.36,262.92,261.21,262.795,6652520
12/10/23 9:30,262.92,265.41,260.95,261.336,10112768
12/10/23 9:15,262.07,267.655,261.8,262.92,197850
12/10/23 9:00,262.49,262.73,261.79,262.045,168396
12/10/23 8:45,262.3,262.9,262.27,262.5,198170
12/10/23 8:30,263.35,263.5,261.3,262.29,515265
12/10/23 8:15,263.27,263.34,263,263.34,107735
12/10/23 8:00,263.62,264.59,262.99,263.25,207946
12/10/23 7:45,263.18,263.51,263,263.39,55235
12/10/23 7:30,263.37,263.39,263.03,263.18,38203
12/10/23 7:15,263.41,263.58,263.33,263.36,20034
12/10/23 7:00,263.56,263.75,263.25,263.42,50145
12/10/23 6:45,263.67,263.71,263.49,263.49,10570
12/10/23 6:30,263.72,263.81,263.56,263.66,6465
12/10/23 6:15,263.69,263.86,263.6,263.6,17349
12/10/23 6:00,263.67,263.79,263.58,263.67,5030
12/10/23 5:45,263.65,263.79,263.53,263.69,8478
12/10/23 5:30,263.41,263.67,263.41,263.65,6526
12/10/23 5:15,263.54,263.59,263.4,263.41,6387
12/10/23 5:00,263.65,263.69,263.42,263.47,9938
12/10/23 4:45,263.4,263.65,263.35,263.65,6597
12/10/23 4:30,263.43,263.5,263.24,263.4,14421
12/10/23 4:15,263.79,263.83,263.31,263.41,13092
12/10/23 4:00,263.89,263.97,263.06,263.79,36051
11/10/23 19:45,263.05,263.09,262.75,262.75,54861
11/10/23 19:30,263.05,263.11,263,263.02,32698
11/10/23 19:15,263.05,263.05,262.98,263.03,27853
11/10/23 19:00,263,263.05,262.98,263.03,19132
11/10/23 18:45,263.05,263.07,262.9,263,17310
11/10/23 18:30,262.92,263.13,262.9,263.05,19719
11/10/23 18:15,262.92,262.95,262.86,262.9,13487
11/10/23 18:00,262.915,262.97,262.81,262.92,18460
11/10/23 17:45,263.13,263.16,262.87,262.92,20409
11/10/23 17:30,263.08,263.15,263.05,263.14,6274
11/10/23 17:15,262.9,263.15,262.86,263.08,21657
11/10/23 17:00,263.06,263.09,262.85,262.905,16726
11/10/23 16:45,262.96,263.1,262.9,263.04,20060
11/10/23 16:30,263.16,263.16,262.852,262.93,33127
11/10/23 16:15,263.065,263.25,262.99,263.13,54003
11/10/23 16:00,262.955,267.63,257.89,263.06,4239977
11/10/23 15:45,263.65,263.88,262.92,262.95,3604673
11/10/23 15:30,263.24,263.82,263.1,263.68,2495986
11/10/23 15:15,262.56,263.3,262.23,263.265,2244790
11/10/23 15:00,263.55,264.13,262.392,262.514,2862167
11/10/23 14:45,263.59,263.915,263.26,263.524,1942927
11/10/23 14:30,263.335,263.88,263.12,263.59,2243757
11/10/23 14:15,262.35,263.96,262.35,263.33,3379619
11/10/23 14:00,261.83,262.65,261.71,262.342,2573949
11/10/23 13:45,261.286,261.98,261,261.85,2227917
11/10/23 13:30,261.95,262,260.9,261.276,2826353
11/10/23 13:15,263.05,263.18,261.68,261.97,2495425
11/10/23 13:00,262.415,263.08,261.85,263.065,2135699
11/10/23 12:45,262.42,262.49,261.31,262.393,2418049
11/10/23 12:30,262.005,262.8,261.85,262.4,2570886
11/10/23 12:15,262,262.11,261.04,262,3491961
11/10/23 12:00,262.765,262.85,261.69,262,3578717
11/10/23 11:45,262.14,263.26,262.105,262.76,3498420
11/10/23 11:30,264.16,264.75,261.93,262.14,4246408
11/10/23 11:15,265.84,267.436,263.92,264.16,3792625
11/10/23 11:00,266.08,266.45,265.59,265.865,3719939
11/10/23 10:45,264.58,266.1,264.01,266.062,4420575
11/10/23 10:30,264.11,265.19,263.08,264.522,5016812
11/10/23 10:15,264.37,265.28,263.842,264.14,5246277
11/10/23 10:00,264.99,265.51,263.58,264.36,6847023
11/10/23 9:45,266.94,267.99,264.34,264.944,8440795
11/10/23 9:30,266.2,268.6,266.05,266.98,10626600
11/10/23 9:15,265.44,266.205,265.27,266.12,142161
11/10/23 9:00,265.79,266.15,265.37,265.505,159591
11/10/23 8:45,265.8,265.98,265.51,265.79,144560
11/10/23 8:30,265.67,265.93,264.4,265.8,402333
11/10/23 8:15,265.94,265.94,263.62,265.7,106701
11/10/23 8:00,265.24,266.7,263.62,265.89,311241
11/10/23 7:45,266.35,266.38,265.78,266.21,69787
11/10/23 7:30,266.2,266.7,265.95,266.35,83861
11/10/23 7:15,266.51,266.59,266.03,266.24,60246
11/10/23 7:00,265.1,266.7,265.07,266.5,139455
11/10/23 6:45,265.28,265.34,265.09,265.17,13979
11/10/23 6:30,265.3,265.32,264.91,265.28,11007
11/10/23 6:15,264.8,265.44,264.71,265.25,15260
11/10/23 6:00,265.12,265.19,264.69,264.81,26321
11/10/23 5:45,264.87,265.25,264.8,265.1,18609
11/10/23 5:30,264.54,264.93,264.52,264.87,14496
11/10/23 5:15,264.66,264.77,264.51,264.65,7931
11/10/23 5:00,264.58,264.77,264.41,264.65,20930
11/10/23 4:45,264.76,264.95,264.48,264.55,17660
11/10/23 4:30,264.58,264.96,264.35,264.76,18035
11/10/23 4:15,265.07,265.16,264.35,264.6,35076
11/10/23 4:00,263.77,265.88,263.77,265.13,55416
10/10/23 19:45,264.26,264.34,263.96,264.01,55117
10/10/23 19:30,264.28,264.38,264.26,264.26,28119
10/10/23 19:15,264.295,264.35,264.25,264.32,15323
10/10/23 19:00,264.3,264.35,264.21,264.3,17575
10/10/23 18:45,264.1,264.38,264.1,264.25,45289
10/10/23 18:30,264.2,264.22,264,264.1,22704
10/10/23 18:15,263.88,264.23,263.71,264.19,54954
10/10/23 18:00,263.62,263.89,263.58,263.825,30558
10/10/23 17:45,263.54,269.054,249.164,263.62,11375
10/10/23 17:30,263.6,263.65,263.5,263.52,14205
10/10/23 17:15,263.58,263.65,263.46,263.6,14813
10/10/23 17:00,263.55,263.7,263.42,263.56,27739
10/10/23 16:45,263.45,263.62,263.3,263.58,180529
10/10/23 16:30,263.35,263.47,263.26,263.352,38527
10/10/23 16:15,263.5,263.62,263.2,263.35,60033
10/10/23 16:00,263.55,264.07,263.44,263.48,3217961
10/10/23 15:45,263.84,264.37,263.34,263.56,4085520
10/10/23 15:30,264.25,264.54,263.61,263.81,2583371
10/10/23 15:15,263.822,264.56,263.76,264.24,2519280
10/10/23 15:00,264.42,264.8,263.82,263.82,2819748
10/10/23 14:45,264.386,265.61,264.13,264.402,3851021
10/10/23 14:30,262.89,264.58,262.81,264.41,3187127
10/10/23 14:15,263.9,264.42,262.8,262.861,3281971
10/10/23 14:00,263.78,264.75,263.351,263.875,2875270
10/10/23 13:45,264.084,264.4,262.94,263.775,3101678
10/10/23 13:30,264.38,264.5,263.61,264.1,3241046
10/10/23 13:15,263.46,264.46,262.89,264.38,3902100
10/10/23 13:00,265.31,265.31,263.17,263.438,5279271
10/10/23 12:45,266.335,266.375,265.18,265.305,3381226
10/10/23 12:30,266.541,266.89,265.94,266.335,3188751
10/10/23 12:15,266.37,266.59,265.51,266.55,4018466
10/10/23 12:00,267.68,267.85,266.26,266.35,3419877
10/10/23 11:45,267.925,267.969,267.13,267.699,3186625
10/10/23 11:30,268.4,268.94,267.81,267.93,3590241
10/10/23 11:15,267.545,268.73,265.514,268.375,4801571
10/10/23 11:00,267.18,267.72,266.66,267.555,4337030
10/10/23 10:45,266.88,268.32,266.63,267.16,6159754
10/10/23 10:30,265.25,267.68,265.213,266.9,7439271
10/10/23 10:15,264.89,265.4,263.64,265.235,6685441
10/10/23 10:00,265.296,265.899,264.25,264.846,6578055
10/10/23 9:45,262.715,265.61,262.51,265.25,9939843
10/10/23 9:30,257.75,263.44,257.65,262.7,11381674
10/10/23 9:15,258.012,258.18,257.49,257.83,101401
10/10/23 9:00,257.65,258.19,257.41,258.15,167544
10/10/23 8:45,257.99,259.67,257.41,257.6,141329
10/10/23 8:30,258.146,260.93,253.695,257.999,90872
10/10/23 8:15,258.05,259.67,257.6,258.16,79032
10/10/23 8:00,259.15,259.845,257.27,258.05,268641
10/10/23 7:45,258.86,258.92,257.81,257.99,97566
10/10/23 7:30,258.28,259.25,258.28,258.86,59193
10/10/23 7:15,259.06,259.39,258.26,258.27,63777
10/10/23 7:00,259.35,259.5,258.85,259.06,61745
10/10/23 6:45,259.75,259.78,259.31,259.31,24604
10/10/23 6:30,259.71,259.79,259.53,259.76,10813
10/10/23 6:15,259.51,259.85,259.45,259.73,11260
10/10/23 6:00,259.34,259.59,259.23,259.47,10061
10/10/23 5:45,259.27,259.45,259.17,259.34,11166
10/10/23 5:30,259.43,259.45,259.17,259.27,11583
10/10/23 5:15,259.47,259.61,259.37,259.43,18888
10/10/23 5:00,259.67,259.75,259.33,259.47,15160
10/10/23 4:45,259.14,259.81,259.14,259.67,25457
10/10/23 4:30,259.68,259.87,259.08,259.12,27299
10/10/23 4:15,259.09,259.82,258.82,259.7,45032
10/10/23 4:00,258.12,259.98,258.12,259.19,79554
09/10/23 19:45,258.21,258.38,258.11,258.12,63279
09/10/23 19:30,258.39,258.43,258.21,258.25,24366
09/10/23 19:15,258.39,258.49,258.06,258.42,55959
09/10/23 19:00,258.72,258.79,258.3,258.31,38889
09/10/23 18:45,258.73,258.89,258.7,258.75,10876
09/10/23 18:30,258.78,258.88,258.7,258.73,16459
09/10/23 18:15,258.84,258.86,258.71,258.78,11833
09/10/23 18:00,258.74,258.86,258.7,258.82,11099
09/10/23 17:45,258.8,272.729,258.66,258.74,16828
09/10/23 17:30,258.84,258.9,258.75,258.82,12766
09/10/23 17:15,259,259,258.75,258.77,15575
09/10/23 17:00,258.98,259.1,258.81,258.9,19726
09/10/23 16:45,259.005,259.09,258.76,258.99,33451
09/10/23 16:30,258.86,259.67,258.6,258.92,57763
09/10/23 16:15,259.08,259.67,258.68,258.85,81792
09/10/23 16:00,259.62,263.86,251.075,259.1,2087775
09/10/23 15:45,260.23,260.4,259.2,259.62,4472371
09/10/23 15:30,260.73,261.36,260.22,260.26,3449039
09/10/23 15:15,260.413,260.85,254.95,260.738,3141461
09/10/23 15:00,260.27,261.04,259.85,260.43,3531503
09/10/23 14:45,260.113,260.67,259.66,260.27,3004895
09/10/23 14:30,260.08,260.54,259.25,260.12,3792198
09/10/23 14:15,258.33,260.13,258.26,260.097,3818513
09/10/23 14:00,258.7,259.01,258.11,258.33,3246824
09/10/23 13:45,257.263,258.69,257.17,258.68,3665168
09/10/23 13:30,255.81,257.559,255.774,257.29,4028662
09/10/23 13:15,255.33,255.88,253.9,255.78,2470006
09/10/23 13:00,254.935,255.43,254.9,255.324,1996913
09/10/23 12:45,254.53,254.95,254.12,254.925,2322776
09/10/23 12:30,255.336,255.61,254.5,254.52,2378708
09/10/23 12:15,254.44,255.68,254.43,255.36,3375528
09/10/23 12:00,253.74,254.54,253.58,254.435,2305422
09/10/23 11:45,253.82,254.13,253.1,253.735,2504323
09/10/23 11:30,253.79,254.06,253.08,253.8,2774128
09/10/23 11:15,252.37,253.89,252.342,253.78,3037106
09/10/23 11:00,253.249,253.4,252.05,252.34,3868605
09/10/23 10:45,254.21,254.54,252.75,253.24,4440989
09/10/23 10:30,254.89,255.24,253.51,254.215,4379875
09/10/23 10:15,254.44,255.72,254.272,254.914,4016109
09/10/23 10:00,255.975,256.32,253.86,254.42,5963315
09/10/23 9:45,255.11,256.47,254.3,256,6619105
09/10/23 9:30,255.31,256.62,253.47,255.16,9305304
09/10/23 9:15,256.1,256.45,255.29,255.33,212937
09/10/23 9:00,255.75,256.38,255.71,256.05,145860
09/10/23 8:45,255.8,256.3,255.66,255.7,146160
09/10/23 8:30,256.59,256.7,255.7,255.9,137930
09/10/23 8:15,256.56,256.75,256.16,256.55,90862
09/10/23 8:00,255.9,256.878,254.35,256.52,299600
09/10/23 7:45,256.58,256.75,256.38,256.53,36693
09/10/23 7:30,256.25,256.88,256.16,256.56,70193
09/10/23 7:15,256.22,256.5,256.02,256.25,57643
09/10/23 7:00,255.82,256.67,255.66,256.2,161368
09/10/23 6:45,255.76,256,255.7,255.83,16545
09/10/23 6:30,255.87,256.1,255.66,255.77,14972
09/10/23 6:15,255.91,256.11,255.6,255.85,21855
09/10/23 6:00,255.88,256.24,255.67,255.91,32653
09/10/23 5:45,256.25,256.32,255.87,255.88,24494
09/10/23 5:30,256.47,256.55,256.1,256.2,27787
09/10/23 5:15,256.23,256.59,256.23,256.46,21550
09/10/23 5:00,256.25,256.63,256.2,256.21,33334
09/10/23 4:45,256.27,256.59,256.01,256.21,41964
09/10/23 4:30,255.53,256.37,255.5,256.27,46909
09/10/23 4:15,255.42,255.98,255.2,255.52,48318
09/10/23 4:00,256,256.99,255.02,255.43,124579
06/10/23 19:45,260.575,260.75,260.45,260.545,45932
06/10/23 19:30,260.53,260.6,260.4,260.56,28850
06/10/23 19:15,260.54,260.55,260.25,260.525,17566
06/10/23 19:00,260.58,260.65,260.43,260.49,21197
06/10/23 18:45,260.67,260.7,260.53,260.62,26516
06/10/23 18:30,260.68,260.74,260.64,260.68,13508
06/10/23 18:15,260.63,260.75,260.56,260.7,21230
06/10/23 18:00,260.59,260.67,260.55,260.595,13342
06/10/23 17:45,260.55,260.7,260.51,260.65,13137
06/10/23 17:30,260.43,264.756,246.142,260.536,29733
06/10/23 17:15,260.64,278.838,260.4,260.43,32944
06/10/23 17:00,260.46,260.76,260.41,260.62,31571
06/10/23 16:45,260.35,261.21,260.2,260.49,68734
06/10/23 16:30,260.2,260.53,257.535,260.35,109839
06/10/23 16:15,260.35,260.53,256.374,260.22,260877
06/10/23 16:00,260.53,260.8,260.18,260.39,3207610
06/10/23 15:45,261.03,261.167,260.26,260.55,4102235
06/10/23 15:30,261.36,261.38,260.77,261.02,2757121
06/10/23 15:15,260.989,261.48,257.726,261.38,2591668
06/10/23 15:00,261.1,261.65,260.62,260.972,3487026
06/10/23 14:45,260.815,261.28,260.59,261.1,2493601
06/10/23 14:30,260.59,261.21,254.093,260.82,3060097
06/10/23 14:15,259.6,260.62,259.382,260.589,2843530
06/10/23 14:00,259.096,259.87,258.76,259.58,2467315
06/10/23 13:45,259.075,259.35,258.87,259.109,2245897
06/10/23 13:30,259.8,260.21,258.96,259.085,2828881
06/10/23 13:15,260.15,260.28,259.64,259.789,2744189
06/10/23 13:00,259.22,260.19,258.54,260.156,3249676
